Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2023-11-06,98.71444702148438,100.95222981358921,98.62120014369833,100.85899004954118,19097300
2023-11-07,97.16664123535156,97.772710380562,96.30882401239364,97.40907031618336,20272500
2023-11-08,95.97315216064453,97.81000464632056,95.93585483293552,96.71908448734902,19184100
2023-11-09,96.00113677978516,96.94287487312552,95.90789700436527,96.66314843312696,18380500
2023-11-10,96.73773193359375,97.35312718506678,95.95450937397868,96.90556635547384,17825500
2023-11-13,97.75405883789062,98.03378524954141,96.79367573228808,97.01745970710397,15308400
2023-11-14,98.13044738769531,98.62914349346542,97.7352550599668,98.13985877991425,18260500
2023-11-15,97.53765869140625,98.93965461995164,97.38710513137485,97.81993584828184,20137600
2023-11-16,96.40851593017578,97.17067348657697,95.17588932833428,96.8225309873754,22469100
2023-11-17,98.76087188720703,99.20311398657418,96.68139934189202,96.97308788454325,22984900
2023-11-20,98.32804107666016,99.62653319742341,98.26217569036322,99.15606410136283,17458800
2023-11-21,98.29039764404297,98.51622078850377,97.12363635574243,98.05516310808304,14989000
2023-11-22,97.86697387695312,97.970477642347,95.91923229539522,96.52143210562069,18072000
2023-11-24,98.39390563964844,99.24075144122925,97.77289017101494,97.87638676679666,9480800
2023-11-27,97.81993865966797,98.23395378286445,97.08600798039353,97.95166943908701,18013500
2023-11-28,97.76347351074219,98.71382303568004,97.74465072794993,98.08338903032802,20629500
2023-11-29,96.29560852050781,98.40331518234254,95.63695467542728,98.11161946913101,26802100
2023-11-30,96.67198944091797,98.3092270909064,95.79691662067891,97.0201391621017,29254700
2023-12-01,96.90721893310547,98.06457602671844,96.18269970973297,96.4461612455048,17845300
2023-12-04,96.38030242919922,97.25537526337904,95.58991058923571,96.09801809090034,21523900
2023-12-05,94.50782775878906,96.29560445678793,94.36668560400278,96.22973907505943,22250300
2023-12-06,93.25638580322266,94.77129688321196,92.53185936733797,94.09382022895727,31154800
2023-12-07,92.60712432861328,94.88419276466257,92.29661303857351,93.96207746421385,29990700
2023-12-08,93.67041015625,93.89623333703109,92.9176566485937,93.17170682962374,22074900
2023-12-11,93.73625946044922,93.96208260246901,92.75768293997908,93.90562861166113,22252300
2023-12-12,92.25898742675781,92.85177587013297,91.7226529745265,92.85177587013297,26084000
2023-12-13,93.07760620117188,93.18110997878725,91.89202922286849,92.24958315903777,19915400
2023-12-14,95.58049774169922,96.10742080155059,93.83035223143484,93.95267160496084,26165700
2023-12-15,94.9406509399414,95.03474330944076,94.38549375595629,94.6489552620695,55527000
2023-12-18,95.64636993408203,97.02013885135392,95.52404337305826,96.09801625217177,21610400
2023-12-19,96.90721893310547,97.09541087207707,95.77809601442956,95.97569216625843,18904700
2023-12-20,95.28880310058594,97.80111341192283,95.1570723341534,97.38709832954149,20988900
2023-12-21,95.72164154052734,95.98510307497361,94.85597298319027,95.47699561048937,19250900
2023-12-22,95.89099884033203,96.86016387027915,95.8063106839938,96.2673683122741,12927800
2023-12-26,96.107421875,96.94485625252658,96.08860627070442,96.67198332811624,16835100
2023-12-27,95.65577697753906,96.49321136726542,95.35466987411627,96.01333089467093,14558800
2023-12-28,94.27259063720703,95.60872101772932,94.2161294695707,95.40171348690147,16329300
2023-12-29,94.07499694824219,94.64896260032478,93.73625864875162,94.44196224289226,17746400
2024-01-02,96.31443786621094,97.01073014684964,94.89361912783056,94.95948451682625,23483000
2024-01-03,97.12364959716797,97.50002634177513,95.65578818986828,96.2297539313773,23490800
2024-01-04,96.27678680419922,98.39389754457783,96.02273667402052,97.93283988228936,19395200
2024-01-05,96.56847381591797,97.29300016701669,96.09800476982872,97.07658124714892,15827400
2024-01-08,94.95947265625,95.07238781419179,93.05878082635253,94.78069929632728,23370100
2024-01-09,93.78329467773438,95.307616918655,93.33164842924597,95.307616918655,19496600
