Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2023-11-06,280.46453857421875,282.24498907711325,279.17917743940995,280.6359123105278,2890300
2023-11-07,280.65496826171875,281.8260803395954,279.50291708256646,280.5026263531638,2629000
2023-11-08,281.7498779296875,283.7397947529982,280.02652308253295,280.9024816496987,2454900
2023-11-09,274.0853576660156,278.72215335909476,273.9044534801207,277.9700033822114,4059100
2023-11-10,277.6271667480469,277.6271667480469,273.05702707205154,275.38018963995034,3653500
2023-11-13,274.2757873535156,276.0467073861299,273.4855155964925,274.0091963037808,4586700
2023-11-14,289.09063720703125,293.4798727284437,285.76776567102746,286.4818518101393,7952800
2023-11-15,293.4323425292969,294.13689837537027,289.4525085538486,289.53819542245924,3985900
2023-11-16,291.7660827636719,293.20378551377394,289.7571052809555,291.23290076156246,3114000
2023-11-17,292.55633544921875,293.92738323246647,290.8235084104881,293.72744723881306,2770300
2023-11-20,293.4323425292969,294.84148327768935,291.09964901088455,292.4802274697401,3459000
2023-11-21,290.71881103515625,291.413865494229,287.8624658345087,290.9378079607878,2977200
2023-11-22,294.3939208984375,295.0222911249436,291.8041673648084,292.6705953581583,2873500
2023-11-24,295.8221130371094,296.46954419995507,293.54654446384745,294.374879783406,1259900
2023-11-27,296.0316162109375,297.90728397150707,294.91762884749227,295.812619295048,2992600
2023-11-28,298.335693359375,299.5163065930976,294.5748567606247,295.8316264051956,3116900
2023-11-29,298.11529541015625,301.0291693649873,298.00987351854144,301.0291693649873,3083800
2023-11-30,300.4827880859375,300.74160407405566,295.7861027898012,299.5722226593858,4493700
2023-12-01,306.3583984375,306.8184929223584,300.0130785803301,300.808627547505,3613600
2023-12-04,310.57586669921875,311.59188321554984,305.72581676236166,306.3584357869109,3827900
2023-12-05,310.077392578125,310.47997887957683,306.7322084297537,308.63963032505796,3269800
2023-12-06,312.5791015625,314.6878313468978,310.75794179489253,311.5151714790194,3030800
2023-12-07,312.63665771484375,313.8251986184052,311.20846049057747,312.57912030695576,2742300
2023-12-08,312.9242248535156,313.7006142835044,311.5727245583693,312.4737247551335,2889300
2023-12-11,317.58251953125,318.3109951477572,315.1670893179076,316.1255975495855,3520700
2023-12-12,319.3749694824219,320.6401781765813,316.6144609654355,316.7294772784181,2893400
2023-12-13,329.15179443359375,329.57354048984934,318.1385417519148,321.0044726443892,5822700
2023-12-14,337.2127990722656,338.4205288777668,333.5608848284758,335.22867989218565,7594800
2023-12-15,339.3119812011719,339.6762190815482,332.3627951454981,333.77180369511655,11212800
2023-12-18,336.25433349609375,340.19381827803875,335.78467373489536,339.0340020391552,4420500
2023-12-19,337.4620361328125,338.3150933392706,335.8613143446217,336.87733083843636,4654700
2023-12-20,334.1935119628906,340.0499837154101,333.85802820302786,336.43641790543126,3259500
2023-12-21,334.4906311035156,337.6345370492072,332.6023686474802,337.27029922753275,2794200
2023-12-22,334.12646484375,336.7623631425344,332.3053045966795,334.55780535682123,2029900
2023-12-26,334.8165283203125,335.56416361619165,333.7142496374762,333.9730363451973,1585500
2023-12-27,334.06890869140625,335.4779171133364,332.7749165894128,335.3916548733839,2764300
