Price,Close,High,Low,Open,Volume
Ticker,COST,COST,COST,COST,COST
Date,,,,,
2023-11-06,551.0398559570312,553.7766012265881,541.6692170168341,542.017337956292,2056900
2023-11-07,552.4419555664062,554.9756002118949,550.7882929369357,553.6313980230965,1373100
2023-11-08,548.6802368164062,554.1053276986054,545.6920513811831,553.2640059692185,1343600
2023-11-09,544.7057495117188,550.2468811141346,543.4872671853418,550.2468811141346,1288400
2023-11-10,558.0992431640625,558.8438843500344,546.3206793443892,549.183144753083,1908800
2023-11-13,559.172607421875,560.8359501478322,554.58883835414,556.049081036805,1650700
2023-11-14,571.3283081054688,572.0535894865328,562.0544098994511,562.5669113831572,2037600
2023-11-15,577.1113891601562,580.1188758024667,573.8331024096126,574.4133040364507,2165100
2023-11-16,559.5110473632812,567.2570614338969,553.3799765322196,567.0539614124318,2954700
2023-11-17,558.1282958984375,560.8069620159755,555.140110244501,559.8206193438257,1773600
2023-11-20,561.6578979492188,563.1278204573231,558.3119709037875,558.3119709037875,1624100
2023-11-21,565.0426635742188,565.6712645223336,558.6698894551615,562.8184786420298,1173700
2023-11-22,569.6651611328125,571.657265443101,567.0250961363711,567.5086171730777,1068600
2023-11-24,571.869873046875,574.6162979615082,570.9511714544685,571.5411118602574,645800
2023-11-27,575.2931518554688,580.1670209521942,572.8851683551466,572.991587803907,1627400
2023-11-28,574.4228515625,577.7301181206599,571.927867094776,573.6395500349477,1286800
2023-11-29,568.4852294921875,575.5930227753443,568.0597287009908,575.5833429127064,1319800
2023-11-30,573.2044067382812,573.5235470920856,563.6210474733576,568.4562569765297,1755200
2023-12-01,576.5988159179688,576.6954965124715,571.1253839460371,573.7267293926305,1475300
2023-12-04,579.3355102539062,579.7706909378612,571.9666552872649,572.6339165963808,1624000
2023-12-05,585.3987426757812,588.8124286348814,577.3530066665695,578.803569397928,2349700
2023-12-06,587.4102783203125,588.4256605522365,583.9579315129263,585.5438944596099,2233900
2023-12-07,590.8142700195312,592.1680932869614,586.3658417945496,589.8955683951885,1690400
2023-12-08,590.64990234375,593.3865885272562,587.7003772183958,588.541698981319,1502100
2023-12-11,603.2987060546875,604.4301875005385,598.366816297128,601.4709828177432,2139300
2023-12-12,608.7528686523438,608.936608972053,602.6701964237405,606.7607647234943,2374400
2023-12-13,620.8409423828125,621.4211439531865,610.2034807532004,613.0272267682832,2436900
2023-12-14,609.99072265625,620.7442239442161,609.5265024047003,620.0479230786683,3839200
2023-12-15,637.1065673828125,640.0657133089866,619.3903522542439,620.3573941781381,8807700
2023-12-18,658.78759765625,659.4354991860777,639.3113601229234,642.5993261082176,5733400
2023-12-19,655.403076171875,658.3622225139512,647.0671783381977,652.7533903717657,3437300
2023-12-20,639.2146606445312,652.124645688068,639.0212404704885,649.6490209215516,3782700
2023-12-21,643.2376098632812,645.3458132955589,637.715837997655,643.9145510460124,2388400
2023-12-22,649.46533203125,651.0803345400021,644.049920870589,645.9840047170471,1641700
2023-12-26,652.3857421875,653.5848645900571,648.6723346843262,650.8288190365524,1774800
2023-12-27,659.4869384765625,661.2474455144828,653.1571659324942,655.4319288837338,1875900
2023-12-28,655.8276977539062,659.5464711499437,654.3343087687012,658.5475382534171,1496900
2023-12-29,652.8406982421875,655.9165753417373,649.9526793978052,653.7505913913321,1947500
2024-01-02,643.5142211914062,650.5857695548563,642.3768093149786,648.3901456948929,2657700
2024-01-03,637.6195068359375,648.2615085644057,636.0469182497944,644.0680194890465,2612600
2024-01-04,641.2393798828125,642.7724289870971,633.4853966789475,635.0381853901426,2171100
2024-01-05,648.8153686523438,652.4154622650459,645.0866959559189,648.9834873134554,2233500
2024-01-08,654.43310546875,654.8188427424182,646.8571409018277,648.6175878677096,2245300
2024-01-09,659.8629150390625,659.9716941623731,651.04075911441,651.6539546385991,1886200
2024-01-10,665.3816528320312,666.4399250711601,661.6727801851725,662.2167361002254,1801900
2024-01-11,666.1927490234375,667.1125423093594,660.3178916119259,663.6410274254062,1670800
2024-01-12,675.7467041015625,676.2214204888156,668.6948959980352,670.0696659628501,2388400
2024-01-16,674.0159301757812,678.9907939653119,670.7224341619361,675.7467375166227,1626700
2024-01-17,676.686279296875,677.35881428289,671.741115841678,673.0367462523091,1786800
2024-01-18,679.7721557617188,680.1776326633386,672.7500467758869,675.3413079756687,1900600
2024-01-19,687.3480834960938,688.495395327987,675.1829923512652,680.9490703724482,2267900
2024-01-22,684.9151611328125,690.997677052041,682.9469953838568,687.8031202051898,2452900
2024-01-23,680.049072265625,684.0447429446097,677.1215135201957,683.1446893146046,2208600
2024-01-24,678.9810180664062,682.4030334287398,675.6281818884721,681.4437004457768,1946500
2024-01-25,672.4434204101562,678.9710127005906,668.5466287893487,678.9710127005906,2751900
2024-01-26,679.3468017578125,679.7028390503893,672.0477354311532,672.6213913130382,1825500
2024-01-29,686.398681640625,686.5173607505541,678.7336772345483,682.3337712111235,2215400
2024-01-30,693.0547485351562,694.9438347533612,683.2237613095471,685.3403057264545,1610500
2024-01-31,687.2590942382812,697.782417371173,685.4392473853317,693.6284676749505,1928500
2024-02-01,697.778076171875,698.5902825496339,684.9215776888288,687.3977945279063,2039200
2024-02-02,702.7305297851562,707.4849146146679,695.5792443691982,696.6489870012898,2377400
2024-02-05,704.3944702148438,706.0783096365643,698.9666226350582,703.8794582580118,2276900
2024-02-06,704.0279541015625,705.9395859998234,697.6393638457001,704.4637706271171,1920200
2024-02-07,712.9325561523438,716.4388573569252,705.2265404978396,707.3561111151362,2145500
2024-02-08,717.2708129882812,721.242674277702,713.8041095821847,717.0034226917347,1918500
2024-02-09,716.51806640625,718.6278078059754,713.2692411778346,718.2415035036014,1426100
2024-02-12,715.5374755859375,716.9142666181004,708.4951296064584,716.6369617764155,1572600
2024-02-13,707.4552001953125,714.9135948522215,702.2947421796492,714.5272904893382,1951100
2024-02-14,715.3095703125,715.6760455000949,704.3052792374187,709.1883706804408,1472500
2024-02-15,717.6174926757812,719.1230517296675,711.4467801899044,714.626203646457,1264100
2024-02-16,717.1024780273438,722.124253003317,711.6647155520066,715.1215045672129,1764900
2024-02-20,718.7863159179688,727.9681472301519,716.8251715423615,721.1040814610145,2407300
2024-02-21,716.1416625976562,721.8567293439284,713.4178243650437,718.7862449726039,1564200
2024-02-22,727.4134521484375,729.0477189205911,718.9447425523747,718.9447425523747,1801600
2024-02-23,730.9098510742188,735.446297135879,730.1075592568399,733.079019388541,1265800
2024-02-26,738.2592163085938,739.6756654485913,731.9696501273274,734.9411101413762,1707000
2024-02-27,737.6254272460938,739.5370594654158,734.2775771135357,738.9031334209576,1471300
2024-02-28,740.844482421875,744.7271735081152,736.139670415716,736.139670415716,1365000
2024-02-29,736.813232421875,745.4007359604104,735.9217701294319,744.2715665111868,3361200
2024-03-01,742.3103637695312,744.231910408759,732.2173017572935,733.3959833626112,1678100
2024-03-04,751.9577026367188,757.4648063949331,746.5001111237207,747.8967312567935,2133400
2024-03-05,752.720458984375,761.9518032545722,749.699486322301,761.1098531982454,2353400
2024-03-06,765.8839111328125,767.7856286320496,756.3950318066608,757.563859289582,2400600
2024-03-07,778.1163940429688,779.5922094030133,769.6180020948177,771.6979997712757,4187900
2024-03-08,718.657470703125,749.0257639194213,718.2018250935967,748.8573981210218,8590200
2024-03-11,707.2867431640625,713.1504073640152,704.2459418114554,712.9622124772249,3762500
2024-03-12,729.869873046875,733.0096990821389,710.0898214333434,710.2582477062173,3727400
2024-03-13,727.2153930664062,729.4935005290905,719.667888773057,728.0077703854467,2270300
2024-03-14,724.9866943359375,733.6336231918744,722.0548321741389,731.3060038143135,1826100
2024-03-15,718.7268676757812,725.5513355356949,716.3397608785118,725.5513355356949,3390700
2024-03-18,724.5806274414062,726.3635518863903,719.1131819009239,719.1923773106258,1595200
2024-03-19,725.20458984375,728.3543301198807,723.0750798299939,724.8282000823407,1322700
2024-03-20,733.67333984375,735.0303623526873,722.1936318996103,724.0458373448289,1398700
2024-03-21,735.4957885742188,745.1530337290559,734.0496562540761,736.4268484739937,2106900
